"id","partName","partDescription","partCode","partMake","partModel","partLastPrice","partAccount","partChargeDepartment","partNotes","partBarcode","partInventoryCode","partCategory_id"
"915","پروانه فلزی","پروانه هواکش","VI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"916","کلیدسلکتوری دوحالته","کلیدسلکتوری","KS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"917","کنتاکتور50 امپر/AEG/LS37","کنتاکتور50/AEG/LS37","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"918","فیوزفشنگی 25 امپر/ETI","فیوزفشنگی 25/ETI","FUS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"919","کلید60 امپر/HYUNDAI/UCB100R","کلیداصلی220-690 ولت","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"921","بی متال 50/AEG","بی متال 50/AEG","BI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"922","فیوزفشنگی 6 امپر/ETI","فیوزفشنگی 6/ETI","FUS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"923","فیوزفشنگی 50 امپر/ETI","فیوزفشنگی 50/ETI","FUS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"924","کنتاکت کمکی 40امپر/AEG/LS37","کنتاکت کمکی40امپر/AEG/LS37","CON +",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"925","کنتاکت کمکی 40امپر/HYUNDAI/UMC40","کنتاکت","CON+",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"926","تایمر10امپر/WETRON/","تایمر","TI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"927","تایمرهفتگی/SHIVA AMVAJ/12B3/","تایمرهفتگی VAC250-180","TIW",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"928","فیوزمینیاتوری10امپر/AEG/ELFA","فیوزمینیاتوری","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"929","کنترل فاز MICRO/3-30SEC","کنترل فاز","PC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"930","کنترل بار SHIVA AMVAJ/13F6","کنترل بار","LC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"931","کلید60امپر/FUJI","کلیداصلی","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"932","تایمر/SHIVA AMVAJ/13F6","تایمر","TI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"933","فیوزمینیاتوری10امپر/HYUNDAI","فیوز","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"934","کلید63امپر/INDO KUPP","کلید63امپر/INDO KUPP","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"935","کنتاکتور SCHNEIDER","کنتاکتور SCHNEIDER","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"936","تایمرMICRO","تایمرMICRO","TI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"937","فیوزمینیاتوری6امپر/HYUNDAI","فیوزمینیاتوری","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"938","کنتاکت AEG/LS27","کنتاکت","CON+",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"939","کنتاکت SCHNEIDER/LC1D50","کنتاکت","CON+",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"940","رله گازی/HONEV WELL/TMG740-3","رله مدل 32-32/امپر6","RE",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"941","پرشرگازDUNGS/GW150A4","P:30-150mbar/امپر10","GP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"942","پرشرهوا DUNGS","GW50A4/P:2.5-50mbar","AP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"943","الکترودجرقه زن","الکترودجرقه زن","IE",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"944","ترانس جرقه زن","ترانس جرقه زن","ST",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"945","میله یون","میله یون","IB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"947","ترموستات غلافی TAKBAN","ترموستات غلافی","TE",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"948","شیربرقی گازی ""DUNGS/1","25امپر/VSTART","GSV",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"949","شیربرقی گازی 2""/DUNGS/VSTART","60امپر/VSTART","GSV",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"950","شیربرقی گازی""DUNGS/2","MVD220/5.....P:200mbar","GSV",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"951","بالانسر","بالانسر","GB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"952","فیلترگاز","فیلترگاز","GF",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"953","شیلنگ فشارقوی گاز","شیلنگ فشارقوی گاز","GH",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"954","شیربرقی گازوییل PARKER","شیربرقی OILZH14","DSV",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"955","رله گازی/SATRONIC","مدل32-32/TMG740-3/امپر6/","RE",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"956","پرشرگازDUNGS/GW50A4","GWA4/P:2.5-50mbar","GP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"958","شیربرقی گازیKROM SCHRODER/T33/تدریجی","شیربرقی گازیVG50R01ZLT33/تدریجی/130mbar/83-97w","GSV",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"959","شیربرقی گازیKROM SCHRODER/NO33","شیربرقی گازی/تک ضرب/200mbar/73-86wVG50R02-NO33","GSV",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"960","رله گازی SHOKOUH","رله 1379/TMG740-3","RE",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"961","پرشرگازKROM","DG50B-3....P:600mbar","GP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"962","پرشرهواKROM","DL10K-3/P:300mbar","GP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"963","شیربرقی گازیKROM SCHRODER/T33D","VG40R01ZLT33D/تدریجی/130mbar/79-94w","GSV",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"965","شیربرقی گازیKROM SCHRODER/NT33/تک ضرب","VG40R02NT33/تک ضرب/P:200mbar/67-75w","GSV",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"966","کلید50امپر/توان صنعت","کلید600ولت...S/L2/سلکتوری0-1","KS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"967","فیوزمینیاتوری32امپر/LEGRAND","فیوزمینیاتوری400ولت/IEC60898/Sسه فاز","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"968","فیوزمینیاتوری25امپر/LEGRAND","فیوزمینیاتوری400ولت/IEC60898/Sسه فاز","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"969","فیوز6امپر/LEGRAND","فیوزمینیاتوری400ولت/IEC60898/Sتکفاز","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"970","کنتاکتور40امپر/HYUNDAI/HIMC40","کنتاکتور","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"971","کنتاکتور12امپر/HYUNDAI/HGC12","کنتاکتور","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"972","تایمرSHIVA AMVAJ/14B12/","تایمر180-250ولت","TI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"973","کنترل فازBORNA/ASN","کنترل فاز","PC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"974","کنترل بارMICRO/2-5","کنترل بار","LC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"975","کنترل سطح مایعات MICRO","کنترل سطح","LLC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"976","رله FINDER/6013/امپر10","رله250 ولت","RE",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"977","کلیدسلکتوری/دم موشی","سلکتوری 1-0","KS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"978","لامپ چراغ سیگنال 20mA/PNC","لامپ چراغ سیگنال","SL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"979","کنتاکتور50 امپر/HYUNDI/HIMC50","کنتاکتور","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"980","کنتاکتورPARS FANAL/PFC-12","کنتاکتور","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"981","تایمرSHIVA AMVAJ/1-15","تایمر180-250ولت","TI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"982","کنترل بارMICRO/7-13","کنترل بار","LC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"983","لامپ چراغ سیگنال SAMMIT","لامپ چراغ سیگنال","SL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"984","کنترل فازSHIVA AMVAJ/13B1-1","کنترل فاز","PC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"985","لامپ چراغ سیگنال MOHAMMAD","لامپ چراغ سیگنال","SL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"986","فیوزمینیاتوری6امپر/LEGRAND","فیوزمینیاتوری400ولت/IEC60898/Sتک فاز","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"987","فیوزفشنگی16امپر/KALEPORSELEN/","فیوزفشنگی16امپر/KALEPORSELEN/","FUS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"988","کنتاکتورLS27/AEG","کنتاکتورLS27/AEG","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"990","فیوزمینیاتوری16امپر/AEG/ELFA","فیوزمینیاتوری16امپر/ AEG/ELFA-E81","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"991","فیوزمینیاتوری32 امپر/AEG/ELFA","فیوزمینیاتوری32 امپر/AEG/ELFA-E81","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"992","کلیدسلکتوری/دم موشی/TEND","کلیدسلکتوری/دم موشی/TEND","KS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"993","کنتاکتور10امپر/AEG/LS17","کنتاکتور10امپر/AEG/LS17","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"994","بی متال 10/AEG/B17LS","بی متال 10/AEG/B17LS","BI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"996","فیوزفشنگی10امپر/KALEPORSELEN/","فیوزفشنگی10امپر/KALEPORSELEN/","FUS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"997","بی متال 6/AEG/B17LS","بی متال امپر6/AEG/B17LS/600V","BI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"998","بی متال 10/AEG/B17S","بی متال 10/AEG/B17S","BI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"999","کلید63امپر/HYUNDAI/HIBD","کلید63امپر/HYUNDAI/HIBD","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1000","فیوزمینیاتوری10امپر/CANEL/EP7","فیوزمینیاتوری10امپر/CANEL/EP7","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1001","کنترل بار SHIVA AMVAJ/13F5","کنترل بار SHIVA AMVAJ/13F5","LC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1003","کلید40امپر/HYUNDAI/HIBD63","کلید40امپر/HYUNDAI/HIBD63","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1004","کلید63/SUSOL/LS","کلید63/SUSOL/LS","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1005","کنتاکتور60 امپر/ SCHWAN/CJX2D4011","کنتاکتور60 امپر/ SCHWAN/CJX2D4011","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1007","فیوزمینیاتوری10/INDOKUPP/SILVERPLUS","فیوزمینیاتوری10/INDOKUPP/SILVERPLUS","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1009","کنترل فازبار5امپر/SHIVAAMVAJ/13F5","کنترل فازبار5امپر/SHIVAAMVAJ/13F5","LPC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1011","کلید100امپر/HYUNDAI/UCB100R","کلید100امپر/HYUNDAI/UCB100R","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1012","کنترل فاز60امپر/SHIVA AMVAJ/BF5","کنترل فاز60امپر/SHIVA AMVAJ/BF5","LPC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1013","کنترل فازبار60امپر/SHIVAAMVAJ/BF5","کنترل فازبار60امپر/SHIVAAMVAJ/BF5","LPC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1014","تایمرCOTER/امپر3-5","تایمرCOTER/امپر3-5...220ولت","TI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1015","کلید63امپر/SUSOL/TD100N","کلید63امپر/SUSOL/TD100N","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1016","تایمر/H3BA","تایمر/H3BA","TI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1017","کنترل فازبار60امپر/SHIVAAMVAJ/13F5","کنترل فازبار60امپر/SHIVAAMVAJ/13F5","LPC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1018","کلید50امپر/HYUNDAI/UCB250S","کلید50امپر/HYUNDAI/UCB250S","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1019","فیوزمینیاتوری6امپر/INDOKUPP/SILVERPLUS","فیوزمینیاتوری6امپر/INDOKUPP/SILVERPLUS","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1020","کلید100امپر/HYUNDAI/MCCB","کلید100امپر/HYUNDAI/MCCB","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1021","کنتاکتور80امپر/HYUNDAI/UMC50","کنتاکتور80امپر/HYUNDAI/UMC50","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1022","تایمر7امپر/JKN","تایمر7امپر/JKN","TI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1024","کلید63امپر/SUSOL/TS100N","کلید63امپر/SUSOL/TS100N","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1027","رگلاتور440/SHREEM/PARS.GH/SPF-04","رگلاتور440/SHREEM/PARS.GH/SPF-04","REG",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1032","کلید630امپر/AEG/ME630","440V","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1033","رگلاتور440/SHREEM/PARS.GH/SPF-12","1-5","REG",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1034","کلیدسلکتوری/BRETER/NSA/ امپر10","220V","KS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1035","کلیدسلکتوری/BRETER/160S/امپر 10","220V","KS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1036","فیوزکاردی400امپر/ELA","500V","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1037","فیوزکاردی160امپر/R.KONCAR","500V","FUS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1038","فیوزکاردی125امپر/R.KONKAR/VDE0660GT","500V","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1039","فیوزکاردی100امپر/NHOO/IEC-269GL","500V","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1040","فیوزکاردی63امپر/NHOO/IEC-269GL","500V","MCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1043","کنتاکتور90امپر/HYUNDAI/HIMC90","220-440V","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1044","کنتاکتور120امپر/LS/GMC125","220-690V","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1045","کنتاکتور130امپر/HYUNDAI/HIMC130","220-440V","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1046","کنتاکتوؤ60/SCHWAN/CJX2-D40","380V","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1047","خازن72امپر/50KVAR/IRAN ISKRA","KNK9103/400V","CAP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1048","خازن72امپر/20KVAR/IRAN ISKRA","400V/KNK9103","CAP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1049","خازن72امپر/50KVAR/FARAKO","400V/LKT50-400D52","CAP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1050","کلید690امپر","390-690امپر","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1051","کلیدسلکتوریELECTRO KAHROBA/160S","160S","KS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1053","فیوزکاردی125امپر/NHOO/IEC-269GL","500V","FUS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1054","کنتاکتور100امپر/AEG/LS57","100امپر","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1055","کنتاکتور160امپر/HYUNDAI/UMC115","160","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1056","کنتاکتور110امپر/HYUNDAI/HIMC110","110","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1057","خازن29امپر/IRAN ISKRA/20KVAR","400V/KNK9103","CAP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1058","خازن50KVAR","50","CAP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1059","کلید400امپر","240-400امپر/","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1060","کلیدسلکتوری0-1-2/امپرBRETER/10-12","220-380","KS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1061","فیوزکاردی400امپر/NH2","500V","FUS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1062","فیوزکاردی80امپر/KALEPOR SELEN/NHOO7999","500V","FUS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1063","فیوزکاردی125امپر/NHOO/VDE0660GT","125","FUS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1064","فیوزکاردی125امپر/R.KONKAR/IEC269GL","500V","FUS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1065","کنتاکتور80امپر/MEC/GMC-LS85","80","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1066","کنتاکتور/AEG/LS107","کنتاکتور/AEG/LS107","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1067","خازن14.4امپر/10KVAR/IRAN ISKRA","KNK9103/400V","CAP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1068","کنتاکتورAEG/LS77","کنتاکتورAEG/LS77","CON",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1069","خازن21.6امپر/15KVAR/PKS","خازن21.6امپر/15KVAR/PKS","CAP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1071","کلید1250امپر/AEG/","600V","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1072","امپرمتر2000/BEW/BE-144","0-2000A","AM",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1073","ولتمتر500/BEW/BE-144","0-500V","VO",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1074","کلیدسلکتوریRISESUN","RST","KS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1075","ضریب توان متر","1-....0.5-/1....0.5","COS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1077","کلید630امپر/AEG","300-630A","MCCB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1078","امپرمتر1200/QFQ0107","1200","AM",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1079","ولتمتر500/QFQ107","500V","VO",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1080","کمپرسور40تن/COPELAND","کمپرسور40تن/COPELAND","COM",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1081","شیرساکشن/NOBIS KOLN","مکش/P:500-2500psi/سه حالته","VA",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1082","شیردیس شارژ","MAX:16N.M","VA",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1083","ترموستات چیلر/PEEN","5-..25-","TE",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1084","انتی فریزPEEN","0-35/10A/220V","ANF",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1085","شیربرقی چیلرALCO","18A/240V","SV",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1086","کلیدکنترل فشارگاز/SAGINMIYA","100-425psi/220v/","HLP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1087","فلوسوییچ کندانسور/PEEN","220V","FSC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1088","فلوسوییچ اواپراتور/UL","15A/220V","FSE",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1089","انتی فریزSAGINAMIYA","0-35/5A","ANF",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1090","فلوسوییچ اواپراتور/PEEN","فلوسوییچ اواپراتور/PEEN","FSE",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1091","کلیدکنترل فشارگاز/DANFUSS","کلیدکنترل فشارگاز/DANFUSS","HLP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1092","شیرکشویی""SITCO/ 2","کشویی/برنجی","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1093","شیرکشویی""3/4/SITCO","شیر""3/4/SITCO","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1094","شیرکشویی""1/SITCO","شیر""1/SITCO","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1095","شیرکشویی""1/ 77","شیر""1/ 77/کشویی برنجی","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1096","شناور""3/4/پلاستیکی","شناور""3/4/پلاستیکی","FLO",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1097","شناور""1/پلاستیکی","شناور""1/پلاستیکی","FLOT",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1098","کویل هواساز","کویل هواساز","ACC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1099","دمپرهواسازBELIMO","FM24SR","DAM",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1100","تسمه B58","تسمه","BEL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1101","فولی فن هواساز","فولی فن هواساز","FV",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1102","فن هواساز","فن هواساز","FAC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1103","یاتاقان","یاتاقان","BEA",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1104","فولی موتورهواساز","فولی موتورهواساز","FAC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1105","اب پخش کن","اب پخش کن برنجی/شامل 6 خروجی پلیکا نمره 7/ورودی پلیکا نمره25","SP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1106","پکینگ","CM 2*2","PAC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1107","تسمه B90","تسمه","BEL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1108","فولی فن برج","فولی فن برج","FVC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1109","فولی موتوربرج","فولی موتوربرج","FEM",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1110","فن برج خنک کننده","فن برج خنک کننده","FCT",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1111","شیرگازی""1.1/2/ AZAR","گازی/برنجی","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1112","گیج فشارودما/TG","0-120C/0-4bar","GAE",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1113","شیرگازی""1/2/AZAR","گازی","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1114","شیرگازی""3/4/AZAR","گازی","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1116","شیرکشویی""1.1/2/SITCO","شیرکشویی""1.1/2/SITCO","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1117","شیرگازی""2/ 77","شیرگازی""2/ 77","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1118","شیرگازی""1.1/2/ 77","شیرگازی""1.1/2/ 77","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1119","شیرکشویی""1/KISAN","شیرکشویی""1/KISAN","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1120","شیرچندحالته ""2.1/2/SAICO","چندحالته","HYD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1121","شیرابی گازی""1/2/DN","ابی گازی","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1122","گیج فشارFG","0-6bar","GAE",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1123","شیرحیاطی""1/2/زرکش","شیرحیاطی","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1124","کنتوراب""1/اب سنج","چرخ دنده","WM",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1125","پروانه الکتروموتورVEM/7.5KW/KMR132S4A","1435RPM","EMI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1128","کلید کنترل فن کویل ساراول","کلید تنظیم سرعت و خاموش و روشن","ّFCK",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
